City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
528,Sigli,5.3848,95.9609,78.17,83,100,1.52,ID,2022-02-07 03:06:25,overcast clouds
529,Norwich,52.6278,1.2983,38.12,73,4,12.66,GB,2022-02-07 03:02:31,clear sky
530,Poyarkovo,49.6,128.6833,3.79,89,82,0.76,RU,2022-02-07 03:06:26,broken clouds
531,Sobolevo,54.4299,31.8996,30.06,95,99,14.27,RU,2022-02-07 03:06:27,overcast clouds
532,Lagoa,39.05,-27.9833,59.56,85,7,16.49,PT,2022-02-07 03:05:43,clear sky
533,Payo,-3.7508,103.6372,82.36,67,100,3.0,ID,2022-02-07 03:06:27,overcast clouds
534,Chapais,49.7834,-74.8492,4.78,95,100,5.53,CA,2022-02-07 03:06:28,light snow
535,Chokurdakh,70.6333,147.9167,-39.73,99,79,3.85,RU,2022-02-07 03:06:28,broken clouds
536,Cayenne,4.9333,-52.3333,80.1,88,75,3.0,GF,2022-02-07 03:06:29,broken clouds
537,Abong Mbang,3.9833,13.1833,62.28,39,11,2.91,CM,2022-02-07 03:06:29,few clouds
538,Kapit,2.0167,112.9333,75.87,97,100,2.15,MY,2022-02-07 03:06:30,overcast clouds
539,Hobyo,5.3505,48.5268,75.52,72,98,17.36,SO,2022-02-07 03:03:06,overcast clouds
540,Qaanaaq,77.484,-69.3632,-11.67,59,29,7.25,GL,2022-02-07 03:06:31,scattered clouds
541,Charagua,-19.8,-63.2167,62.78,76,10,5.46,BO,2022-02-07 03:06:31,clear sky
542,Sayyan,15.1718,44.3244,48.45,55,24,2.55,YE,2022-02-07 03:06:32,few clouds
543,Dolinsk,47.35,142.8,22.86,76,68,5.57,RU,2022-02-07 03:06:32,broken clouds
544,Lethem,3.3803,-59.7968,77.29,79,99,8.97,GY,2022-02-07 03:06:33,heavy intensity rain
545,Hithadhoo,-0.6,73.0833,82.42,69,31,14.14,MV,2022-02-07 03:06:33,scattered clouds
546,Salalah,17.0151,54.0924,73.49,25,0,17.27,OM,2022-02-07 03:04:20,clear sky
547,Porteirinha,-15.7433,-43.0283,67.5,96,100,1.39,BR,2022-02-07 03:07:34,overcast clouds
548,Athabasca,54.7169,-113.2854,39.47,68,59,13.29,CA,2022-02-07 03:06:49,broken clouds
549,Saint-Philippe,-21.3585,55.7679,78.35,85,94,14.65,RE,2022-02-07 03:07:35,light rain
550,Jiuquan,39.7432,98.5174,14.16,83,100,1.92,CN,2022-02-07 03:07:35,overcast clouds
551,Souillac,-20.5167,57.5167,78.37,84,100,9.95,MU,2022-02-07 03:07:36,overcast clouds
552,Kholodnyy,62.7167,147.95,-14.8,76,8,1.14,RU,2022-02-07 03:07:36,clear sky
553,Severo-Kurilsk,50.6789,156.125,31.5,83,100,10.07,RU,2022-02-07 03:07:37,overcast clouds
554,Olenino,56.2092,33.4889,28.74,95,99,10.11,RU,2022-02-07 03:07:37,overcast clouds
555,Yablonovo,50.8523,37.3574,31.86,94,98,10.33,RU,2022-02-07 03:07:38,snow
556,Pasighat,28.0667,95.3333,61.56,62,3,1.63,IN,2022-02-07 03:07:38,clear sky
557,Shangrao,28.4532,117.9686,38.84,97,100,2.46,CN,2022-02-07 03:07:39,light rain
558,Clyde River,70.4692,-68.5914,-39.5,94,61,4.79,CA,2022-02-07 03:03:16,broken clouds
559,Airai,-8.9266,125.4092,75.2,61,29,2.35,TL,2022-02-07 03:07:40,scattered clouds
560,Severnyy,50.677,36.5532,32.04,80,40,8.95,RU,2022-02-07 03:07:40,light snow
561,Salinopolis,-0.6136,-47.3561,77.67,88,100,7.16,BR,2022-02-07 03:07:41,light rain
562,Caravelas,-17.7125,-39.2481,76.24,87,60,5.7,BR,2022-02-07 03:03:32,broken clouds
563,Kamiiso,41.8167,140.65,28.78,86,75,13.8,JP,2022-02-07 03:07:42,light snow
564,Butaritari,3.0707,172.7902,81.84,76,71,15.43,KI,2022-02-07 03:07:42,moderate rain
565,Poso,-1.3959,120.7524,85.42,63,97,4.61,ID,2022-02-07 03:07:43,overcast clouds
566,Muros,42.7762,-9.0603,50.23,92,28,8.77,ES,2022-02-07 03:07:43,scattered clouds
567,Ixtapa,20.7,-105.2,72.63,83,75,2.3,MX,2022-02-07 03:07:44,broken clouds
568,Ponta Do Sol,32.6667,-17.1,63.23,69,7,10.65,PT,2022-02-07 03:02:52,clear sky
569,Hasaki,35.7333,140.8333,48.29,34,6,7.05,JP,2022-02-07 03:07:44,clear sky
570,Alta Floresta,-9.8756,-56.0861,72.01,97,95,1.63,BR,2022-02-07 03:07:45,moderate rain
571,Avarua,-21.2078,-159.775,80.65,69,75,11.5,CK,2022-02-07 03:07:46,broken clouds
572,Luoyang,34.6836,112.4536,38.61,34,96,4.43,CN,2022-02-07 03:07:46,overcast clouds
573,Svetlaya,46.5389,138.3297,17.82,50,5,2.51,RU,2022-02-07 03:07:47,clear sky
574,Cozumel,20.5083,-86.9458,73.94,93,31,4.0,MX,2022-02-07 03:07:47,scattered clouds
